* Measurement data measured by REW V5.31.3
* Source: PCM: default, no input selected, 2, volume: no control
* Format: 8192-point spectrum using Hann window and exponential averaging 0.97 
* Dated: Mar 9, 2025 12:47:29 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: OSDEHA ANODE-OUTPUT; 8192-point spectrum using Hann window and exponential averaging 0.97  Input RMS 3.161 V 3.161 VC, 3.161 VA 3.161 V 22 - 22k UNW 873.8 uV >22k Distortion at 1,000.0 Hz, -30.00 dBFS: Gain: 29.35 dB THD: 0.015 % based on 21 harmonics  [0..22800 Hz] HHD: 0.011 %  [10 .. 22] N: 0.40 %  [0..22800 Hz] N+D: 4.154 mV A THD+N: 0.40 %  [0..22800 Hz] SNR: 48.0 dB ENOB: 13.2 bits 2nd harmonic 0.0037 % -152 deg 3rd harmonic 0.0032 % -150 deg 4th harmonic 0.0033 % -37 deg 5th harmonic 0.0032 % 93 deg 6th harmonic 0.0031 % 5 deg 7th harmonic 0.0032 % 70 deg 8th harmonic 0.0035 % -63 deg 9th harmonic 0.0031 % 50 deg 
* Measurement: OSDEHA A-OUT 3.1V
* Smoothing: None
* Frequency Step: 5.859375 Hz
* Start Frequency: 5.859375 Hz
*
* Freq(Hz); V(V)
3574.218750; 9.28038E-5
3580.078125; 9.20021E-5
3585.937500; 1.06398E-4
3591.796875; 1.07018E-4
3597.656250; 9.75450E-5
3603.515625; 9.55207E-5
3609.375000; 1.00914E-4
3615.234375; 1.05596E-4
3621.093750; 1.06705E-4
3626.953125; 1.08705E-4
3632.812500; 1.10581E-4
3638.671875; 1.07657E-4
3644.531250; 1.01065E-4
3650.390625; 1.11444E-4
3656.250000; 1.16570E-4
3662.109375; 1.06702E-4
3667.968750; 1.00059E-4
3673.828125; 1.07797E-4
3679.687500; 1.02684E-4
3685.546875; 9.54076E-5
3691.406250; 1.01108E-4
3697.265625; 1.09896E-4
3703.125000; 1.07635E-4
3708.984375; 1.06175E-4
3714.843750; 9.97092E-5
3720.703125; 9.76627E-5
3726.562500; 1.01552E-4
3732.421875; 1.09363E-4
3738.281250; 1.01196E-4
3744.140625; 9.81382E-5
3750.000000; 1.06885E-4
3755.859375; 1.04014E-4
3761.718750; 9.78547E-5
3767.578125; 1.02372E-4
3773.437500; 1.06352E-4
3779.296875; 1.00033E-4
3785.156250; 9.91997E-5
3791.015625; 1.03824E-4
3796.875000; 1.06914E-4
3802.734375; 9.61248E-5
3808.593750; 1.01539E-4
3814.453125; 1.00262E-4
3820.312500; 9.34468E-5
3826.171875; 1.09402E-4
3832.031250; 1.04988E-4
3837.890625; 1.04527E-4
3843.750000; 1.00495E-4
3849.609375; 1.07754E-4
3855.468750; 1.00435E-4
3861.328125; 9.79201E-5
3867.187500; 1.06177E-4
3873.046875; 1.11409E-4
3878.906250; 1.05058E-4
3884.765625; 9.21507E-5
3890.625000; 8.66483E-5
3896.484375; 9.99456E-5
3902.343750; 1.08693E-4
3908.203125; 1.10727E-4
3914.062500; 1.12475E-4
3919.921875; 1.05104E-4
3925.781250; 9.30397E-5
3931.640625; 9.96331E-5
3937.500000; 1.08250E-4
3943.359375; 1.00758E-4
3949.218750; 1.00670E-4
3955.078125; 1.08768E-4
3960.937500; 1.10968E-4
3966.796875; 1.04912E-4
3972.656250; 9.39430E-5
3978.515625; 9.46534E-5
3984.375000; 9.06627E-5
3990.234375; 9.51876E-5
3996.093750; 9.79701E-5
4001.953125; 9.16258E-5
4007.812500; 9.41095E-5
4013.671875; 1.14676E-4
4019.531250; 1.12592E-4
4025.390625; 1.09709E-4
4031.250000; 1.16435E-4
4037.109375; 1.19546E-4
4042.968750; 1.11153E-4
4048.828125; 1.03325E-4
4054.687500; 1.04490E-4
4060.546875; 1.12636E-4
4066.406250; 1.05036E-4
4072.265625; 1.07535E-4
4078.125000; 1.03915E-4
4083.984375; 1.06254E-4
4089.843750; 9.89807E-5
4095.703125; 1.04614E-4
4101.562500; 1.05109E-4
4107.421875; 9.71303E-5
4113.281250; 9.78014E-5
4119.140625; 9.86400E-5
4125.000000; 1.01021E-4
4130.859375; 1.08156E-4
4136.718750; 1.00313E-4
4142.578125; 1.04106E-4
4148.437500; 1.07880E-4
4154.296875; 1.07024E-4
4160.156250; 1.07140E-4
4166.015625; 1.05609E-4
4171.875000; 1.01373E-4
4177.734375; 9.83507E-5
4183.593750; 9.99603E-5
4189.453125; 1.03991E-4
4195.312500; 9.75044E-5
4201.171875; 9.96593E-5
4207.031250; 9.44369E-5
4212.890625; 1.10797E-4
4218.750000; 1.08536E-4
4224.609375; 9.42926E-5
4230.468750; 1.04467E-4
4236.328125; 9.86404E-5
4242.187500; 9.00934E-5
4248.046875; 1.08892E-4
4253.906250; 1.08320E-4
4259.765625; 1.06247E-4
4265.625000; 1.09926E-4
4271.484375; 1.14078E-4
4277.343750; 1.11292E-4
